row_id,hcp_id,period,specialty,region,territory_id,institution_type,decile,years_in_practice,calls_last_90d,days_since_last_call,email_sent_last_90d,emails_opened_last_90d,samples_dropped_last_90d,speaker_program_attended_12m,digital_engagement_score,patient_volume_est,nbrx_last_month,nbrx_3m_avg,trx_3m_avg,competitor_share_pct,payer_mix_commercial_pct,formulary_status,campaign_wave_id,followup_call_logged_flag,territory_target_refresh_flag
811,101167,2026-02,Primary Care,East,T-E14,Hospital,9,26.0,2,18.0,4,1,4,0,46.2,169.0,6.53,5.66,10.4,54.5,45.6,Restricted,W59,,1.0
812,100566,2026-03,Primary Care,Central,T-C21,Private Clinic,2,6.0,2,18.0,8,2,4,0,50.3,84.0,2.43,1.83,6.72,57.8,63.7,Non-preferred,W142,,0.0
813,102412,2026-02,Cardiology,South,T-S69,Academic,8,22.0,2,18.0,3,0,1,0,50.4,157.0,3.38,5.11,16.47,78.8,62.1,Non-preferred,W27,,0.0
814,100304,2026-05,Primary Care,East,T-E79,Private Clinic,7,16.0,2,18.0,6,3,4,0,57.1,145.0,4.87,4.57,17.03,40.8,22.5,Preferred,W128,1.0,0.0
815,100829,2026-03,Primary Care,North,T-N24,Hospital,10,21.0,11,7.0,2,0,12,0,57.7,181.0,6.65,6.21,18.26,22.5,48.9,Non-preferred,W186,0.0,0.0
816,100965,2026-03,Internal Medicine,North,T-N37,Hospital,1,22.0,3,15.0,6,3,2,1,59.8,72.0,1.28,1.28,4.18,51.7,22.1,Preferred,W200,,0.0
817,102097,2026-05,Cardiology,North,T-N65,Hospital,3,21.0,3,15.0,2,0,3,0,36.4,96.0,1.92,2.37,9.18,58.6,58.7,Restricted,W113,0.0,1.0
818,100860,2026-02,Cardiology,West,T-W69,Group Practice,4,5.0,2,18.0,4,0,0,1,58.7,108.0,3.39,2.92,7.86,43.7,64.8,Preferred,W96,,0.0
819,102236,2026-04,Primary Care,South,T-S38,Group Practice,10,27.0,2,18.0,5,0,3,0,34.7,181.0,7.04,6.21,20.51,11.4,44.0,Not covered,W197,,0.0
820,101287,2026-01,Internal Medicine,West,T-W72,Hospital,8,6.0,5,11.0,7,3,6,0,61.8,157.0,5.66,5.11,16.65,23.0,70.0,Non-preferred,W44,1.0,0.0
821,100367,2026-06,Endocrinology,North,T-N19,Hospital,3,22.0,4,13.0,4,2,6,0,51.3,96.0,3.26,2.37,8.89,76.7,55.6,Preferred,W49,,0.0
822,100507,2026-02,Primary Care,North,T-N17,Hospital,2,25.0,1,22.0,5,1,0,0,46.0,84.0,1.59,1.83,4.43,61.2,77.3,Non-preferred,W150,,0.0
823,101761,2026-01,Cardiology,South,T-S35,Private Clinic,10,18.0,6,10.0,6,1,3,0,41.3,181.0,7.81,6.21,31.85,21.5,52.8,Non-preferred,W102,,1.0
824,101365,2026-02,Cardiology,East,T-E29,Private Clinic,10,25.0,5,11.0,8,0,6,0,61.4,181.0,5.78,6.21,25.4,71.8,55.2,Preferred,W213,0.0,1.0
825,102328,2026-05,Cardiology,North,T-N26,Hospital,7,11.0,3,15.0,11,6,1,0,79.5,145.0,1.94,4.57,20.69,50.0,70.8,Preferred,W164,,0.0
826,102123,2026-06,Endocrinology,South,T-S23,Hospital,3,7.0,0,28.0,5,2,0,1,32.0,96.0,2.51,2.37,7.87,42.8,58.7,Preferred,W201,,0.0
827,101058,2026-02,Primary Care,North,T-N11,Group Practice,7,28.0,1,22.0,10,4,0,0,36.4,145.0,4.21,4.57,24.2,47.6,55.1,Not covered,W103,0.0,1.0
828,101649,2026-06,Internal Medicine,South,T-S47,Group Practice,3,9.0,3,15.0,10,1,2,0,33.2,96.0,2.43,2.37,9.87,63.4,50.4,Restricted,W192,,1.0
829,102138,2026-01,Primary Care,West,T-W59,Hospital,10,6.0,4,13.0,6,1,4,1,46.9,181.0,7.31,6.21,22.55,37.8,43.3,Preferred,W135,,0.0
830,101499,2026-05,Endocrinology,South,T-S53,Hospital,9,20.0,7,9.0,7,0,4,0,50.0,169.0,9.49,5.66,23.0,40.2,19.0,Preferred,W158,,1.0
831,100460,2026-02,Internal Medicine,Central,T-C40,Academic,3,11.0,4,13.0,5,2,3,0,36.9,96.0,1.51,2.37,7.0,71.8,72.4,Restricted,W106,,0.0
832,102079,2026-06,Endocrinology,East,T-E34,Hospital,10,19.0,1,22.0,10,5,0,0,49.9,181.0,4.72,6.21,24.44,31.0,65.4,Preferred,W183,,0.0
833,102250,2026-05,Cardiology,North,T-N50,Hospital,3,13.0,1,22.0,9,1,0,0,40.7,96.0,1.95,2.37,6.47,59.8,51.4,Preferred,W36,,0.0
834,100222,2026-06,Nephrology,West,T-W46,Hospital,8,17.0,2,18.0,7,3,0,0,41.3,157.0,5.89,5.11,23.17,3.5,34.4,Restricted,W160,,0.0
835,102160,2026-03,Internal Medicine,West,T-W76,Private Clinic,4,7.0,1,22.0,12,6,0,0,62.2,108.0,3.25,2.92,6.59,80.7,52.3,Restricted,W189,,0.0
836,101969,2026-03,Nephrology,North,T-N30,Group Practice,2,20.0,2,18.0,9,3,6,0,53.4,84.0,2.62,1.83,6.5,70.7,49.0,Non-preferred,W25,,1.0
837,101442,2026-03,Primary Care,West,T-W46,Hospital,5,19.0,5,11.0,5,1,5,1,37.0,120.0,2.76,3.47,12.9,41.7,67.7,Preferred,W80,,1.0
838,101843,2026-05,Nephrology,West,T-W63,Group Practice,7,22.0,1,22.0,5,2,5,0,59.2,145.0,3.18,4.57,10.79,64.4,39.0,Restricted,W30,,0.0
839,100668,2026-06,Primary Care,East,T-E12,Hospital,7,6.0,2,18.0,5,1,0,0,26.8,145.0,6.71,4.57,20.11,72.7,40.2,Restricted,W121,0.0,0.0
840,101813,2026-03,Nephrology,North,T-N26,Private Clinic,9,21.0,3,15.0,9,1,1,1,25.7,169.0,5.33,5.66,24.86,49.9,44.9,Not covered,W87,,0.0
841,100787,2026-04,Endocrinology,West,T-W21,Hospital,8,16.0,9,8.0,6,3,6,0,83.4,157.0,7.01,5.11,18.19,39.6,81.2,Restricted,W22,,0.0
842,101649,2026-03,Internal Medicine,South,T-S47,Group Practice,3,9.0,2,18.0,9,3,3,0,64.8,96.0,1.78,2.37,9.49,81.4,79.5,Preferred,W65,,1.0
843,100923,2026-06,Endocrinology,North,T-N71,Group Practice,9,18.0,6,10.0,4,2,5,1,52.9,169.0,3.69,5.66,18.26,82.2,35.7,Preferred,W36,,0.0
844,100916,2026-02,Endocrinology,Central,T-C75,Group Practice,1,37.0,0,28.0,9,2,0,0,48.6,72.0,0.82,1.28,5.11,83.1,42.3,Non-preferred,W154,,1.0
845,101626,2026-05,Cardiology,North,T-N79,Hospital,9,20.0,5,11.0,2,1,3,0,66.4,169.0,6.9,5.66,23.11,55.9,67.1,Preferred,W186,,0.0
846,101118,2026-06,Nephrology,South,T-S73,Group Practice,1,5.0,0,28.0,5,1,0,0,52.7,72.0,0.9,1.28,4.74,67.1,72.2,Non-preferred,W115,,0.0
847,102068,2026-05,Nephrology,East,T-E71,Academic,5,35.0,4,13.0,11,7,3,0,47.8,120.0,2.9,3.47,8.8,66.5,79.1,Preferred,W71,,0.0
848,101842,2026-03,Cardiology,North,T-N14,Group Practice,7,17.0,8,9.0,6,3,11,0,43.0,145.0,4.71,4.57,12.2,55.3,52.1,Preferred,W18,,0.0
849,101918,2026-02,Internal Medicine,East,T-E32,Academic,3,9.0,0,28.0,6,2,0,0,47.2,96.0,1.54,2.37,7.65,32.1,72.8,Preferred,W137,,0.0
850,102230,2026-04,Internal Medicine,East,T-E45,Group Practice,4,31.0,1,22.0,6,3,1,0,58.4,108.0,4.05,2.92,10.03,68.9,60.2,Not covered,W9,1.0,0.0
851,102011,2026-05,Cardiology,North,T-N61,Private Clinic,4,19.0,1,22.0,6,2,2,0,63.6,108.0,4.65,2.92,10.57,49.1,63.2,Non-preferred,W152,0.0,0.0
852,101394,2026-01,Internal Medicine,North,T-N29,Academic,2,19.0,1,22.0,3,2,0,0,56.0,84.0,1.16,1.83,5.02,33.8,31.4,Preferred,W71,,1.0
853,101551,2026-01,Cardiology,East,T-E72,Group Practice,7,1.0,4,13.0,2,1,4,1,29.6,145.0,5.21,4.57,18.75,52.6,31.2,Preferred,W7,,0.0
854,100755,2026-01,Cardiology,East,T-E69,Group Practice,6,16.0,2,18.0,2,0,0,0,50.3,133.0,3.1,4.02,15.96,43.9,50.1,Non-preferred,W173,,0.0
855,102057,2026-02,Cardiology,West,T-W13,Group Practice,3,10.0,6,10.0,5,3,7,0,36.4,96.0,2.26,2.37,7.2,32.8,76.5,Restricted,W19,,0.0
856,101607,2026-05,Internal Medicine,Central,T-C55,Private Clinic,10,33.0,2,18.0,12,1,2,0,41.2,181.0,5.16,6.21,20.71,17.6,46.2,Restricted,W108,,0.0
857,101066,2026-06,Internal Medicine,Central,T-C79,Hospital,4,20.0,2,18.0,7,2,2,0,52.2,108.0,2.68,2.92,11.69,13.6,59.2,Non-preferred,W42,,1.0
858,100578,2026-01,Primary Care,East,T-E56,Hospital,9,8.0,5,11.0,8,3,5,0,65.5,169.0,4.22,5.66,18.38,56.3,55.8,Preferred,W100,,0.0
859,102369,2026-03,Internal Medicine,East,T-E44,Hospital,7,28.0,1,22.0,11,2,0,0,21.2,145.0,2.83,4.57,18.4,56.7,72.5,Preferred,W207,,1.0
860,102335,2026-01,Endocrinology,North,T-N76,Hospital,6,2.0,2,18.0,4,2,3,0,55.9,133.0,2.44,4.02,11.5,12.5,35.3,Preferred,W150,0.0,0.0
861,100579,2026-04,Primary Care,Central,T-C16,Academic,10,11.0,1,22.0,7,0,0,1,47.2,181.0,7.12,6.21,23.25,24.2,49.4,Not covered,W40,,1.0
862,100153,2026-04,Cardiology,East,T-E44,Hospital,4,17.0,0,28.0,7,1,0,0,31.1,108.0,2.57,2.92,10.77,49.8,79.7,Not covered,W5,,0.0
863,100583,2026-06,Primary Care,West,T-W64,Private Clinic,8,19.0,2,18.0,6,4,1,0,28.9,157.0,7.98,5.11,22.36,38.9,60.9,Not covered,W142,,0.0
864,102347,2026-02,Nephrology,North,T-N11,Group Practice,2,14.0,0,28.0,3,0,0,0,57.5,84.0,1.09,1.83,4.29,54.4,45.4,Preferred,W113,,0.0
865,102347,2026-03,Nephrology,North,T-N11,Group Practice,2,14.0,2,18.0,6,3,1,0,49.9,84.0,0.72,1.83,6.07,28.9,58.3,Non-preferred,W28,,0.0
866,102393,2026-05,Primary Care,South,T-S35,Group Practice,6,13.0,1,22.0,6,3,1,0,31.4,133.0,3.49,4.02,11.96,47.6,52.5,Preferred,W177,,1.0
867,100151,2026-05,Internal Medicine,Central,T-C18,Private Clinic,7,20.0,3,15.0,4,2,2,0,71.1,145.0,4.16,4.57,15.18,33.4,72.4,Preferred,W98,,0.0
868,101293,2026-04,Cardiology,North,T-N75,Group Practice,1,10.0,2,18.0,0,0,1,0,65.9,72.0,1.21,1.28,4.2,54.1,45.4,Preferred,W174,,0.0
869,102202,2026-02,Nephrology,West,T-W75,Hospital,6,13.0,2,18.0,7,0,0,0,18.8,133.0,3.67,4.02,11.31,54.3,73.1,Restricted,W110,,0.0
870,100517,2026-02,Primary Care,West,T-W79,Group Practice,5,17.0,5,11.0,8,2,1,0,61.0,120.0,2.21,3.47,11.46,65.3,40.5,Preferred,W12,,0.0
871,101479,2026-05,Primary Care,South,T-S54,Hospital,4,23.0,0,28.0,6,0,0,0,31.0,108.0,2.62,2.92,14.11,59.5,62.0,Preferred,W3,,0.0
872,101784,2026-04,Primary Care,East,T-E77,Private Clinic,1,25.0,4,13.0,7,2,3,0,69.3,72.0,1.09,1.28,3.16,77.2,43.8,Preferred,W148,,0.0
873,102320,2026-06,Internal Medicine,North,T-N60,Academic,10,12.0,4,13.0,3,0,4,0,47.7,181.0,6.03,6.21,25.71,77.6,62.4,Preferred,W25,,1.0
874,100436,2026-05,Cardiology,East,T-E50,Hospital,6,14.0,4,13.0,7,2,1,0,65.9,133.0,3.8,4.02,10.38,18.9,53.1,Preferred,W58,,1.0
875,100569,2026-02,Endocrinology,North,T-N62,Private Clinic,5,26.0,7,9.0,3,1,13,1,55.7,120.0,4.63,3.47,13.2,39.2,48.9,Restricted,W170,,0.0
876,101147,2026-04,Primary Care,West,T-W34,Group Practice,2,10.0,1,22.0,9,4,1,0,57.4,84.0,2.36,1.83,7.69,88.9,20.6,Restricted,W97,,0.0
877,101258,2026-03,Internal Medicine,North,T-N11,Private Clinic,2,9.0,2,18.0,11,5,2,0,44.1,84.0,2.25,1.83,6.33,47.7,50.6,Preferred,W161,0.0,0.0
878,100183,2026-02,Endocrinology,Central,T-C68,Private Clinic,6,24.0,3,15.0,1,0,4,0,59.4,133.0,2.98,4.02,12.34,42.1,87.9,Preferred,W8,,0.0
879,101902,2026-05,Nephrology,West,T-W36,Private Clinic,7,29.0,2,18.0,10,3,0,1,12.9,145.0,2.67,4.57,8.72,55.8,66.3,Non-preferred,W133,,0.0
880,101006,2026-02,Internal Medicine,South,T-S73,Academic,1,2.0,2,18.0,6,3,2,1,29.6,72.0,1.11,1.28,3.89,49.5,82.4,Restricted,W145,1.0,0.0
881,100560,2026-05,Endocrinology,North,T-N70,Hospital,10,7.0,8,9.0,7,2,9,0,47.3,181.0,5.61,6.21,16.59,49.8,34.1,Non-preferred,W69,0.0,1.0
882,100547,2026-06,Primary Care,North,T-N57,Hospital,3,15.0,2,18.0,9,4,2,0,51.3,96.0,2.26,2.37,8.73,47.9,48.1,Non-preferred,W96,0.0,1.0
883,101275,2026-02,Internal Medicine,South,T-S78,Private Clinic,2,10.0,0,28.0,12,6,0,0,69.7,84.0,1.97,1.83,6.3,62.3,56.4,Preferred,W146,0.0,0.0
884,100671,2026-04,Cardiology,North,T-N72,Group Practice,2,31.0,2,18.0,5,3,2,0,43.8,84.0,1.82,1.83,6.07,55.2,39.4,Preferred,W204,0.0,0.0
885,100611,2026-04,Internal Medicine,North,T-N10,Private Clinic,1,12.0,1,22.0,8,3,0,0,55.0,72.0,1.62,1.28,5.74,48.1,73.0,Non-preferred,W195,0.0,0.0
886,101140,2026-01,Cardiology,East,T-E48,Private Clinic,10,13.0,4,13.0,9,1,4,0,43.5,181.0,3.27,6.21,15.37,51.2,57.2,Restricted,W90,,0.0
887,102286,2026-02,Cardiology,South,T-S71,Private Clinic,3,20.0,2,18.0,9,2,1,0,45.2,96.0,3.6,2.37,10.03,44.0,33.1,Preferred,W8,,0.0
888,101677,2026-06,Internal Medicine,North,T-N73,Academic,1,25.0,0,28.0,8,6,0,0,51.7,72.0,1.29,1.28,4.22,68.8,53.0,Preferred,W35,0.0,0.0
889,100434,2026-04,Internal Medicine,Central,T-C65,Private Clinic,5,21.0,3,15.0,7,5,2,0,63.5,120.0,4.1,3.47,11.37,28.5,44.8,Restricted,W62,,0.0
890,100908,2026-04,Endocrinology,East,T-E61,Hospital,6,2.0,3,15.0,7,2,2,0,51.1,133.0,2.7,4.02,12.19,19.0,37.1,Non-preferred,W218,,0.0
891,100102,2026-02,Cardiology,West,T-W55,Private Clinic,5,17.0,10,7.0,9,2,10,0,68.6,120.0,2.73,3.47,11.37,72.7,57.7,Preferred,W216,,0.0
892,102382,2026-02,Internal Medicine,South,T-S55,Group Practice,1,18.0,0,28.0,9,2,0,0,41.7,72.0,1.32,1.28,4.45,81.9,35.3,Restricted,W87,1.0,0.0
893,101935,2026-01,Endocrinology,North,T-N18,Private Clinic,8,20.0,1,22.0,8,2,1,0,37.8,157.0,8.81,5.11,13.67,62.3,75.8,Restricted,W46,1.0,0.0
894,101100,2026-01,Primary Care,Central,T-C31,Hospital,7,22.0,6,10.0,8,5,6,0,49.5,145.0,6.65,4.57,9.4,64.6,77.6,Preferred,W127,,0.0
895,101845,2026-05,Internal Medicine,South,T-S60,Hospital,2,22.0,2,18.0,6,0,1,0,52.1,84.0,0.83,1.83,6.02,56.6,86.2,Non-preferred,W36,,0.0
896,100815,2026-06,Internal Medicine,East,T-E16,Academic,9,18.0,5,11.0,2,1,8,0,36.2,169.0,6.58,5.66,16.93,79.4,48.2,Restricted,W202,,0.0
897,100536,2026-04,Endocrinology,East,T-E20,Private Clinic,8,20.0,3,15.0,5,1,1,0,43.2,157.0,6.47,5.11,19.84,35.0,72.8,Non-preferred,W16,,1.0
898,101216,2026-02,Endocrinology,West,T-W52,Group Practice,7,25.0,1,22.0,7,1,2,0,30.9,145.0,6.49,4.57,14.58,77.9,58.8,Restricted,W22,,0.0
899,100306,2026-02,Endocrinology,North,T-N39,Private Clinic,4,18.0,3,15.0,3,0,4,0,33.0,108.0,2.04,2.92,7.86,73.0,79.6,Restricted,W173,,0.0
900,102341,2026-01,Internal Medicine,Central,T-C29,Hospital,4,12.0,1,22.0,4,3,1,0,38.0,108.0,2.39,2.92,8.45,73.7,34.1,Not covered,W63,,0.0
901,101689,2026-05,Internal Medicine,North,T-N73,Group Practice,4,16.0,3,15.0,5,1,4,0,59.0,108.0,3.03,2.92,10.13,58.0,86.1,Non-preferred,W67,,1.0
902,101164,2026-04,Cardiology,East,T-E65,Hospital,9,13.0,1,22.0,7,1,2,0,78.6,169.0,5.14,5.66,22.95,52.6,74.1,Not covered,W137,,1.0
903,100150,2026-06,Internal Medicine,North,T-N77,Group Practice,8,6.0,3,15.0,3,1,1,1,37.5,157.0,2.92,5.11,14.38,65.4,44.2,Restricted,W151,,1.0
904,101062,2026-02,Internal Medicine,South,T-S48,Group Practice,4,28.0,4,13.0,5,1,4,0,78.0,108.0,5.73,2.92,12.6,37.8,71.8,Preferred,W131,,1.0
905,100889,2026-03,Primary Care,East,T-E46,Private Clinic,3,5.0,3,15.0,2,0,3,0,48.3,96.0,1.93,2.37,6.49,79.1,82.0,Non-preferred,W188,,0.0
906,100283,2026-06,Internal Medicine,North,T-N65,Academic,9,4.0,6,10.0,4,1,4,0,36.4,169.0,6.51,5.66,19.73,58.4,51.8,Preferred,W105,,1.0
907,100540,2026-06,Cardiology,Central,T-C48,Private Clinic,7,2.0,3,15.0,4,1,4,1,40.1,145.0,5.61,4.57,14.01,58.2,43.5,Not covered,W104,,0.0
908,100522,2026-06,Internal Medicine,North,T-N37,Hospital,3,19.0,1,22.0,8,1,1,0,46.4,96.0,1.17,2.37,9.32,24.5,67.2,Preferred,W143,,0.0
909,101626,2026-06,Cardiology,North,T-N79,Hospital,9,20.0,6,10.0,9,2,4,1,56.7,169.0,4.84,5.66,16.66,60.8,59.0,Preferred,W112,,0.0
910,101013,2026-06,Endocrinology,North,T-N36,Hospital,5,21.0,3,15.0,4,0,3,0,38.9,120.0,5.65,3.47,13.94,32.7,65.9,Preferred,W40,,0.0
911,100439,2026-02,Internal Medicine,East,T-E50,Private Clinic,4,17.0,3,15.0,8,3,6,0,43.3,108.0,4.47,2.92,7.44,35.7,39.4,Preferred,W55,,0.0
912,100817,2026-01,Endocrinology,West,T-W62,Group Practice,10,17.0,3,15.0,10,4,4,0,35.1,181.0,5.3,6.21,16.67,41.4,52.4,Preferred,W27,,1.0
913,100523,2026-03,Nephrology,Central,T-C78,Academic,7,14.0,5,11.0,8,2,14,0,43.8,145.0,5.52,4.57,19.07,11.6,63.7,Non-preferred,W96,,1.0
914,101540,2026-04,Primary Care,Central,T-C71,Private Clinic,3,8.0,4,13.0,6,2,3,0,57.4,96.0,2.04,2.37,6.35,63.2,34.0,Non-preferred,W31,,0.0
915,100431,2026-03,Nephrology,North,T-N17,Group Practice,4,17.0,0,28.0,6,2,0,0,16.0,108.0,2.45,2.92,10.1,41.1,47.8,Preferred,W43,,0.0
916,101040,2026-06,Endocrinology,Central,T-C26,Private Clinic,1,10.0,0,28.0,6,0,0,0,14.6,72.0,1.06,1.28,5.64,46.1,47.7,Preferred,W164,,0.0
917,102264,2026-05,Endocrinology,East,T-E11,Private Clinic,1,10.0,1,22.0,5,2,2,1,39.3,72.0,1.14,1.28,2.67,91.2,55.3,Preferred,W3,,1.0
918,102435,2026-01,Nephrology,North,T-N43,Group Practice,2,2.0,1,22.0,7,1,1,1,62.0,84.0,1.64,1.83,8.16,72.7,71.9,Non-preferred,W92,,0.0
919,101645,2026-06,Primary Care,East,T-E79,Hospital,10,8.0,5,11.0,15,1,4,1,41.9,181.0,2.52,6.21,24.7,26.0,59.9,Preferred,W37,,0.0
920,101471,2026-06,Cardiology,Central,T-C55,Academic,10,20.0,2,18.0,6,2,4,0,54.1,181.0,4.6,6.21,20.92,29.2,57.3,Preferred,W119,,0.0
921,101286,2026-05,Internal Medicine,South,T-S57,Group Practice,7,21.0,2,18.0,7,2,1,1,62.5,145.0,6.98,4.57,14.37,54.0,67.8,Not covered,W14,,0.0
922,100825,2026-06,Cardiology,North,T-N15,Private Clinic,3,7.0,2,18.0,7,0,4,0,60.2,96.0,3.83,2.37,9.34,47.3,52.3,Non-preferred,W8,0.0,0.0
923,101956,2026-04,Primary Care,Central,T-C63,Group Practice,9,16.0,1,22.0,2,1,1,0,38.9,169.0,6.31,5.66,19.77,18.7,77.8,Restricted,W167,,0.0
924,101539,2026-04,Internal Medicine,East,T-E47,Group Practice,2,21.0,0,28.0,6,2,0,0,27.6,84.0,1.92,1.83,6.2,63.4,59.2,Preferred,W36,,0.0
925,101844,2026-05,Endocrinology,Central,T-C53,Group Practice,1,24.0,0,28.0,11,2,0,0,50.6,72.0,0.85,1.28,3.36,83.3,49.9,Preferred,W144,,1.0
926,102250,2026-01,Cardiology,North,T-N50,Hospital,3,13.0,2,18.0,2,0,2,0,36.8,96.0,2.26,2.37,8.09,82.0,71.3,Restricted,W84,,1.0
927,100183,2026-05,Endocrinology,Central,T-C68,Private Clinic,6,24.0,5,11.0,3,1,3,1,80.1,133.0,4.43,4.02,13.37,27.9,78.7,Non-preferred,W52,,0.0
928,100119,2026-02,Cardiology,North,T-N59,Hospital,5,7.0,2,18.0,7,1,3,0,47.4,120.0,3.0,3.47,10.96,52.1,64.5,Not covered,W39,,1.0
929,100417,2026-03,Cardiology,West,T-W78,Group Practice,5,1.0,1,22.0,5,2,0,0,50.5,120.0,2.2,3.47,10.33,21.1,56.8,Not covered,W208,,0.0
930,100936,2026-06,Primary Care,East,T-E16,Private Clinic,10,21.0,5,11.0,11,3,4,0,43.9,181.0,4.15,6.21,19.89,59.8,69.9,Non-preferred,W114,,0.0
931,101252,2026-04,Internal Medicine,Central,T-C33,Group Practice,6,17.0,1,22.0,8,1,2,0,22.8,133.0,5.41,4.02,10.48,42.6,48.2,Preferred,W208,,0.0
932,101181,2026-01,Endocrinology,South,T-S53,Hospital,9,23.0,10,7.0,8,3,8,0,49.6,169.0,6.6,5.66,20.07,54.2,40.6,Preferred,W216,,1.0
933,101183,2026-03,Cardiology,South,T-S37,Hospital,4,18.0,5,11.0,5,2,5,1,74.9,108.0,1.63,2.92,8.95,32.6,50.9,Preferred,W170,,0.0
934,100013,2026-06,Endocrinology,East,T-E47,Hospital,3,17.0,2,18.0,7,3,4,1,54.2,96.0,2.44,2.37,11.76,61.6,44.8,Non-preferred,W121,,1.0
935,102455,2026-06,Primary Care,South,T-S60,Hospital,4,24.0,2,18.0,8,3,2,0,49.0,108.0,4.16,2.92,11.24,68.4,55.3,Preferred,W66,,0.0
936,100606,2026-06,Cardiology,North,T-N58,Group Practice,1,28.0,0,28.0,3,0,0,0,48.4,72.0,1.43,1.28,3.88,74.3,69.5,Non-preferred,W64,0.0,0.0
937,102088,2026-06,Cardiology,North,T-N79,Group Practice,3,7.0,4,13.0,1,0,5,0,37.2,96.0,2.97,2.37,8.1,70.1,73.8,Preferred,W93,,0.0
938,100578,2026-05,Primary Care,East,T-E56,Hospital,9,8.0,5,11.0,8,1,4,0,37.6,169.0,6.5,5.66,25.45,0.0,82.3,Preferred,W53,,0.0
939,100888,2026-01,Internal Medicine,West,T-W21,Group Practice,5,28.0,1,22.0,8,3,4,0,53.5,120.0,2.52,3.47,11.8,73.7,30.6,Non-preferred,W106,,0.0
940,100436,2026-01,Cardiology,East,T-E50,Hospital,6,14.0,5,11.0,12,3,4,0,34.2,133.0,5.83,4.02,12.83,58.8,37.0,Preferred,W193,,0.0
941,102127,2026-03,Primary Care,East,T-E23,Private Clinic,6,12.0,5,11.0,4,0,6,0,38.9,133.0,2.66,4.02,14.55,68.7,80.9,Preferred,W12,,0.0
942,100807,2026-04,Nephrology,South,T-S76,Group Practice,7,10.0,2,18.0,7,4,1,0,46.0,145.0,5.25,4.57,12.34,23.5,34.0,Non-preferred,W104,,1.0
943,100994,2026-04,Primary Care,West,T-W16,Hospital,1,12.0,1,22.0,9,4,1,0,79.0,72.0,1.12,1.28,3.41,56.7,44.1,Restricted,W39,,0.0
944,101231,2026-04,Primary Care,West,T-W62,Hospital,4,34.0,0,28.0,4,1,0,0,35.0,108.0,1.6,2.92,14.81,50.9,53.1,Preferred,W99,,0.0
945,101047,2026-05,Internal Medicine,North,T-N12,Private Clinic,3,32.0,2,18.0,2,0,3,0,63.1,96.0,1.77,2.37,8.53,54.5,60.3,Preferred,W176,,0.0
946,101153,2026-03,Internal Medicine,North,T-N57,Hospital,3,17.0,2,18.0,12,3,2,0,52.1,96.0,3.14,2.37,10.88,75.3,25.2,Preferred,W119,,0.0
947,101452,2026-02,Cardiology,West,T-W61,Private Clinic,1,17.0,1,22.0,10,4,1,0,53.2,72.0,1.71,1.28,5.51,71.2,39.6,Non-preferred,W167,,1.0
948,101885,2026-03,Endocrinology,West,T-W27,Hospital,8,11.0,3,15.0,8,3,2,0,25.0,157.0,4.36,5.11,20.17,66.4,46.7,Non-preferred,W171,,0.0
949,100501,2026-05,Cardiology,North,T-N52,Group Practice,7,21.0,3,15.0,4,2,4,0,50.1,145.0,4.52,4.57,19.95,35.4,53.5,Preferred,W1,,0.0
950,100399,2026-01,Cardiology,North,T-N24,Private Clinic,9,12.0,6,10.0,7,0,5,0,20.3,169.0,6.75,5.66,20.3,79.2,44.6,Preferred,W193,,1.0
951,100749,2026-02,Internal Medicine,Central,T-C61,Group Practice,6,3.0,1,22.0,10,4,0,0,42.3,133.0,7.24,4.02,13.56,53.0,27.3,Preferred,W152,,0.0
952,101079,2026-06,Internal Medicine,West,T-W76,Hospital,2,15.0,1,22.0,7,1,2,0,59.0,84.0,1.56,1.83,7.19,47.4,37.1,Non-preferred,W94,,1.0
953,102229,2026-02,Internal Medicine,North,T-N61,Hospital,7,23.0,2,18.0,6,1,2,0,28.1,145.0,6.63,4.57,16.83,60.6,50.0,Preferred,W168,,0.0
954,102401,2026-01,Endocrinology,South,T-S76,Private Clinic,9,2.0,4,13.0,5,3,5,0,47.6,169.0,7.44,5.66,13.25,70.0,52.3,Restricted,W118,,1.0
955,102072,2026-04,Internal Medicine,East,T-E10,Private Clinic,3,9.0,2,18.0,8,4,1,0,47.6,96.0,2.37,2.37,8.07,58.4,71.2,Preferred,W24,,0.0
956,100124,2026-02,Endocrinology,East,T-E64,Group Practice,6,20.0,2,18.0,3,0,0,0,12.5,133.0,5.41,4.02,12.59,80.7,53.0,Preferred,W114,,0.0
957,102012,2026-01,Nephrology,South,T-S29,Group Practice,8,10.0,6,10.0,13,5,4,0,74.6,157.0,3.45,5.11,23.77,35.0,40.4,Restricted,W5,0.0,1.0
958,102097,2026-03,Cardiology,North,T-N65,Hospital,3,21.0,3,15.0,6,1,3,0,38.4,96.0,1.99,2.37,8.58,43.3,20.8,Preferred,W170,,0.0
959,100955,2026-01,Endocrinology,West,T-W22,Group Practice,4,23.0,5,11.0,5,2,5,0,60.6,108.0,3.69,2.92,11.97,83.5,68.1,Restricted,W161,,1.0
960,102336,2026-06,Primary Care,South,T-S33,Hospital,6,22.0,4,13.0,7,0,4,0,51.1,133.0,3.61,4.02,8.52,50.5,33.4,Non-preferred,W193,,0.0
